group,run_id,setup_id,entry_signal_ts,entry_activation_ts,exit_ts,exit_reason,exit_reason_category,holding_bars,entry_price_effective,initial_stop_price,initial_target_price,exit_price_effective,trade_return,outcome_return,mfe,mae,replay_minus_outcome,stop_distance,target_distance,target_to_stop_ratio,mfe_to_target,adverse_to_stop,horizon_mfe_reached_target,horizon_adverse_reached_stop,same_bar_collision,notes
outcome_positive_replay_negative,2026-04-14_to_2026-04-14_run_001,fa04a075e1b6d5f90c66a780,2026-04-14 07:11:00+00:00,2026-04-14 07:12:00+00:00,2026-04-14 07:15:00+00:00,STOP_LOSS,STOP,3.00000000,74690.80000000,74755.90000000,74593.15000000,74755.90000000,-0.00087159,0.00168950,0.00199717,-0.00023811,-0.00256109,0.00087159,0.00130739,1.50000000,1.52759841,0.27318739,True,False,False,entry_price_convention=next_bar_open | stop_not_hit | target_not_hit | close_not_resolved_step2a | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=0; expiry_due=False | stop_not_hit | target_not_hit | close_not_resolved_step2a | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=1; expiry_due=False | stop_not_hit | target_not_hit | close_not_resolved_step2a | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=2; expiry_due=False | stop_hit | target_not_hit | stop_hit_resolved | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=3; expiry_due=False
outcome_positive_replay_negative,2026-04-15_to_2026-04-15_run_001,d1099443604863768936adb4,2026-04-15 01:09:00+00:00,2026-04-15 01:10:00+00:00,2026-04-15 01:10:00+00:00,STOP_LOSS,STOP,0.00000000,74630.20000000,74666.40000000,74575.90000000,74666.40000000,-0.00048506,0.00049420,0.00088929,-0.00097500,-0.00097926,0.00048506,0.00072759,1.50000000,1.22224324,2.01007472,True,True,False,entry_price_convention=next_bar_open | stop_hit | target_not_hit | stop_hit_resolved | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=0; expiry_due=False
outcome_positive_replay_negative,2026-04-17_to_2026-04-17_run_001,56c6b7949e1152ffcfa6d761,2026-04-17 12:27:00+00:00,2026-04-17 12:28:00+00:00,2026-04-17 12:28:00+00:00,STOP_LOSS,STOP,0.00000000,75592.70000000,75675.24000000,75468.89000000,75675.24000000,-0.00109190,0.00086343,0.00132593,-0.00256438,-0.00195533,0.00109190,0.00163786,1.50000000,0.80955139,2.34853812,False,True,False,entry_price_convention=next_bar_open | stop_hit | target_not_hit | stop_hit_resolved | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=0; expiry_due=False
outcome_positive_replay_negative,2026-04-18_to_2026-04-18_run_001,f1eba2bf07b2bd205576320c,2026-04-18 01:50:00+00:00,2026-04-18 01:51:00+00:00,2026-04-18 01:51:00+00:00,STOP_LOSS,STOP,0.00000000,77133.40000000,77180.60000000,77062.60000000,77180.60000000,-0.00061193,0.00117387,0.00117387,-0.00029671,-0.00178580,0.00061193,0.00091789,1.50000000,1.27887844,0.48487278,True,False,False,entry_price_convention=next_bar_open | stop_hit | target_not_hit | stop_hit_resolved | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=0; expiry_due=False
outcome_positive_replay_negative,2026-04-18_to_2026-04-18_run_001,1fa58b7333ae5631dfe4cb3d,2026-04-18 05:26:00+00:00,2026-04-18 05:27:00+00:00,2026-04-18 05:27:00+00:00,STOP_LOSS,STOP,0.00000000,77110.80000000,77125.10000000,77089.35000000,77125.10000000,-0.00018545,0.00074165,0.00079611,-0.00002723,-0.00092710,0.00018545,0.00027817,1.50000000,2.86194012,0.14682592,True,False,False,entry_price_convention=next_bar_open | stop_hit | target_not_hit | stop_hit_resolved | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=0; expiry_due=False
outcome_positive_replay_negative,2026-04-18_to_2026-04-18_run_001,0c5d2d0c9c6004bd99f96f58,2026-04-18 05:41:00+00:00,2026-04-18 05:42:00+00:00,2026-04-18 05:45:00+00:00,STOP_LOSS,STOP,3.00000000,77095.80000000,77109.00000000,77076.00000000,77109.00000000,-0.00017122,0.00019972,0.00037868,-0.00011542,-0.00037093,0.00017122,0.00025682,1.50000000,1.47449502,0.67412700,True,False,False,entry_price_convention=next_bar_open | stop_not_hit | target_not_hit | close_not_resolved_step2a | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=0; expiry_due=False | stop_not_hit | target_not_hit | close_not_resolved_step2a | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=1; expiry_due=False | stop_not_hit | target_not_hit | close_not_resolved_step2a | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=2; expiry_due=False | stop_hit | target_not_hit | stop_hit_resolved | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=3; expiry_due=False
outcome_positive_replay_negative,2026-04-18_to_2026-04-18_run_001,04a57134be06a9ab14cd22dc,2026-04-18 07:01:00+00:00,2026-04-18 07:02:00+00:00,2026-04-18 07:05:00+00:00,STOP_LOSS,STOP,3.00000000,77062.10000000,77071.52000000,77047.97000000,77071.52000000,-0.00012224,0.00061787,0.00066588,-0.00019436,-0.00074011,0.00012224,0.00018336,1.50000000,3.63154476,1.59003918,True,True,False,entry_price_convention=next_bar_open | stop_not_hit | target_not_hit | close_not_resolved_step2a | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=0; expiry_due=False | stop_not_hit | target_not_hit | close_not_resolved_step2a | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=1; expiry_due=False | stop_not_hit | target_not_hit | close_not_resolved_step2a | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=2; expiry_due=False | stop_hit | target_not_hit | stop_hit_resolved | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=3; expiry_due=False
outcome_positive_replay_negative,2026-04-18_to_2026-04-18_run_001,8c1e449980d32fb8d240a1a8,2026-04-18 10:09:00+00:00,2026-04-18 10:10:00+00:00,2026-04-18 10:16:00+00:00,STOP_LOSS,STOP,6.00000000,76229.20000000,76318.25000000,76095.62500000,76318.25000000,-0.00116819,0.00053395,0.00199494,-0.00047892,-0.00170214,0.00116819,0.00175228,1.50000000,1.13847914,0.40996466,True,False,False,entry_price_convention=next_bar_open | stop_not_hit | target_not_hit | close_not_resolved_step2a | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=0; expiry_due=False | stop_not_hit | target_not_hit | close_not_resolved_step2a | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=1; expiry_due=False | stop_not_hit | target_not_hit | close_not_resolved_step2a | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=2; expiry_due=False | stop_not_hit | target_not_hit | close_not_resolved_step2a | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=3; expiry_due=False | stop_not_hit | target_not_hit | close_not_resolved_step2a | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=4; expiry_due=False | stop_not_hit | target_not_hit | close_not_resolved_step2a | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=5; expiry_due=False | stop_hit | target_not_hit | stop_hit_resolved | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=6; expiry_due=False
outcome_positive_replay_negative,2026-04-19_to_2026-04-19_run_001,2046c95e27f4fa437a6bd0e2,2026-04-19 00:24:00+00:00,2026-04-19 00:25:00+00:00,2026-04-19 00:25:00+00:00,STOP_LOSS,STOP,0.00000000,75530.50000000,75554.02000000,75495.22000000,75554.02000000,-0.00031140,0.00039601,0.00054425,-0.00067872,-0.00070741,0.00031140,0.00046710,1.50000000,1.16517005,2.17959339,True,True,False,entry_price_convention=next_bar_open | stop_hit | target_not_hit | stop_hit_resolved | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=0; expiry_due=False
outcome_positive_replay_negative,2026-04-19_to_2026-04-19_run_001,20ae54dc19641736eab2dc24,2026-04-19 01:16:00+00:00,2026-04-19 01:17:00+00:00,2026-04-19 01:17:00+00:00,STOP_LOSS,STOP,0.00000000,75586.70000000,75610.16000000,75551.51000000,75610.16000000,-0.00031037,0.00100463,0.00106017,-0.00018437,-0.00131500,0.00031037,0.00046556,1.50000000,2.27721308,0.59401853,True,False,False,entry_price_convention=next_bar_open | stop_hit | target_not_hit | stop_hit_resolved | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=0; expiry_due=False
outcome_positive_replay_negative,2026-04-19_to_2026-04-19_run_001,e26866160c5e11133cacc5db,2026-04-19 11:11:00+00:00,2026-04-19 11:12:00+00:00,2026-04-19 11:12:00+00:00,STOP_LOSS,STOP,0.00000000,75289.20000000,75318.85000000,75244.72500000,75318.85000000,-0.00039381,0.00022770,0.00044942,-0.00258567,-0.00062151,0.00039381,0.00059072,1.50000000,0.76080213,6.56571112,False,True,False,entry_price_convention=next_bar_open | stop_hit | target_not_hit | stop_hit_resolved | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=0; expiry_due=False
outcome_positive_replay_negative,2026-04-19_to_2026-04-19_run_001,07cc26450ca9df40c561a2ad,2026-04-19 17:01:00+00:00,2026-04-19 17:02:00+00:00,2026-04-19 17:04:00+00:00,STOP_LOSS,STOP,2.00000000,75213.30000000,75310.45000000,75067.57500000,75310.45000000,-0.00129166,0.00153432,0.00493358,-0.00050391,-0.00282598,0.00129166,0.00193749,1.50000000,2.54637641,0.39012913,True,False,False,entry_price_convention=next_bar_open | stop_not_hit | target_not_hit | close_not_resolved_step2a | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=0; expiry_due=False | stop_not_hit | target_not_hit | close_not_resolved_step2a | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=1; expiry_due=False | stop_hit | target_not_hit | stop_hit_resolved | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=2; expiry_due=False
outcome_positive_replay_negative,2026-04-20_to_2026-04-20_run_001,b9b67840ff8cdb6098a0ea9d,2026-04-20 21:04:00+00:00,2026-04-20 21:05:00+00:00,2026-04-20 21:07:00+00:00,STOP_LOSS,STOP,2.00000000,76190.00000000,76235.78000000,76121.33000000,76235.78000000,-0.00060087,0.00309409,0.00573720,-0.00058004,-0.00369495,0.00060087,0.00090130,1.50000000,6.36547766,0.96534394,True,False,False,entry_price_convention=next_bar_open | stop_not_hit | target_not_hit | close_not_resolved_step2a | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=0; expiry_due=False | stop_not_hit | target_not_hit | close_not_resolved_step2a | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=1; expiry_due=False | stop_hit | target_not_hit | stop_hit_resolved | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=2; expiry_due=False
outcome_positive_replay_negative,2026-04-21_to_2026-04-21_run_001,5f09353abcfba04e41cd302e,2026-04-21 04:03:00+00:00,2026-04-21 04:04:00+00:00,2026-04-21 04:05:00+00:00,STOP_LOSS,STOP,1.00000000,75665.20000000,75684.73000000,75635.90500000,75684.73000000,-0.00025811,0.00152911,0.00152911,-0.00002735,-0.00178722,0.00025811,0.00038717,1.50000000,3.94948409,0.10596343,True,False,False,entry_price_convention=next_bar_open | stop_not_hit | target_not_hit | close_not_resolved_step2a | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=0; expiry_due=False | stop_hit | target_not_hit | stop_hit_resolved | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=1; expiry_due=False
outcome_positive_replay_negative,2026-04-22_to_2026-04-22_run_001,0e35e4526c3204e3c9a3059c,2026-04-22 11:05:00+00:00,2026-04-22 11:06:00+00:00,2026-04-22 11:06:00+00:00,STOP_LOSS,STOP,0.00000000,78185.20000000,78204.00000000,78157.00000000,78204.00000000,-0.00024045,0.00057414,0.00191167,-0.00058821,-0.00081459,0.00024045,0.00036068,1.50000000,5.30014400,2.44622031,True,True,False,entry_price_convention=next_bar_open | stop_hit | target_not_hit | stop_hit_resolved | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=0; expiry_due=False
outcome_positive_replay_negative,2026-04-22_to_2026-04-22_run_001,9002a65aedaa23d6742567d2,2026-04-22 11:05:00+00:00,2026-04-22 11:06:00+00:00,2026-04-22 11:07:00+00:00,STOP_LOSS,STOP,1.00000000,78185.20000000,78186.00000000,78184.00000000,78186.00000000,-0.00001023,0.00034405,0.00168189,-0.00081856,-0.00035428,0.00001023,0.00001535,1.50000000,109.58221208,79.99918144,True,True,True,entry_price_convention=next_bar_open | stop_hit | target_hit | same_bar_collision_routed_to_policy | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=0; expiry_due=False | stop_hit | target_not_hit | stop_hit_resolved | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=1; expiry_due=False
outcome_positive_replay_negative,2026-04-22_to_2026-04-22_run_001,45d923fce6cc4de21cd8f3d2,2026-04-22 22:03:00+00:00,2026-04-22 22:04:00+00:00,2026-04-22 22:06:00+00:00,STOP_LOSS,STOP,2.00000000,78672.00000000,78724.55000000,78593.17500000,78724.55000000,-0.00066796,0.00011623,0.00103462,-0.00075516,-0.00078419,0.00066796,0.00100194,1.50000000,1.03261187,1.13054836,True,True,False,entry_price_convention=next_bar_open | stop_not_hit | target_not_hit | close_not_resolved_step2a | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=0; expiry_due=False | stop_not_hit | target_not_hit | close_not_resolved_step2a | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=1; expiry_due=False | stop_hit | target_not_hit | stop_hit_resolved | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=2; expiry_due=False
outcome_positive_replay_negative,2026-04-23_to_2026-04-23_run_001,d8964142684b661f26792fdb,2026-04-23 05:11:00+00:00,2026-04-23 05:12:00+00:00,2026-04-23 05:12:00+00:00,STOP_LOSS,STOP,0.00000000,77941.50000000,77949.14000000,77930.04000000,77949.14000000,-0.00009802,0.00067916,0.00101784,-0.00032277,-0.00077718,0.00009802,0.00014703,1.50000000,6.92253261,3.29287094,True,True,False,entry_price_convention=next_bar_open | stop_hit | target_not_hit | stop_hit_resolved | expiry_start_semantics=AFTER_ACTIVATION; expiry_model=BARS_AFTER_ACTIVATION:12; bars_since_activation=0; expiry_due=False
