StopModel,SetupId,Direction,SourceTF,Exit1440,Exit2880,Exit4320,Exit5760,R1440,R2880,R4320,R5760,Hold1440,Hold5760,ChangedVs1440,Expiry1440ToTP,Expiry1440ToSL,UnchangedAcrossExpiries
SWEEP_EXTREME_HARD_STOP,de5e2b6929f9c778314f7108,SHORT,H1,STOP,STOP,STOP,STOP,-1.0,-1.0,-1.0,-1.0,3,3,False,False,False,True
SWEEP_EXTREME_HARD_STOP,e0535b2b1003477c2c4c76b8,SHORT,H1,TARGET,TARGET,TARGET,TARGET,1.5,1.5,1.5,1.5,1,1,False,False,False,True
SWEEP_EXTREME_HARD_STOP,e5379aee533aa6102ed030a3,LONG,H1,STOP,STOP,STOP,STOP,-1.0,-1.0,-1.0,-1.0,25,25,False,False,False,True
SWEEP_EXTREME_HARD_STOP,e62eeaf0afabcce219185f8f,SHORT,H1,TARGET,TARGET,TARGET,TARGET,1.5,1.5,1.5,1.5,5,5,False,False,False,True
SWEEP_EXTREME_HARD_STOP,ee3a427c406780624a37e615,SHORT,H4,STOP,STOP,STOP,STOP,-1.0,-1.0,-1.0,-1.0,28,28,False,False,False,True
SWEEP_EXTREME_HARD_STOP,f015269d47c4d8b05862fd28,LONG,H4,STOP,STOP,STOP,STOP,-1.0,-1.0,-1.0,-1.0,0,0,False,False,False,True
SWEEP_EXTREME_HARD_STOP,f105f7ceb9afde2a065a6337,SHORT,H1,TARGET,TARGET,TARGET,TARGET,1.5,1.5,1.5,1.5,23,23,False,False,False,True
SWEEP_EXTREME_HARD_STOP,f44d0dac01c9060bbc4a56e2,SHORT,H1,STOP,STOP,STOP,STOP,-1.0,-1.0,-1.0,-1.0,6,6,False,False,False,True
SWEEP_EXTREME_HARD_STOP,f47b3e7705299fffae725c1a,SHORT,H1,STOP,STOP,STOP,STOP,-1.0,-1.0,-1.0,-1.0,0,0,False,False,False,True
SWEEP_EXTREME_HARD_STOP,f500d59a91ba2244e532d2e1,LONG,H1,STOP,STOP,STOP,STOP,-1.0,-1.0,-1.0,-1.0,13,13,False,False,False,True
SWEEP_EXTREME_HARD_STOP,f5d1f1a385a289fbee74ac65,LONG,H1,TARGET,TARGET,TARGET,TARGET,1.5,1.5,1.5,1.5,106,106,False,False,False,True
SWEEP_EXTREME_HARD_STOP,f890e84d6e4c66b0e57341df,SHORT,H1,STOP,STOP,STOP,STOP,-1.0,-1.0,-1.0,-1.0,3,3,False,False,False,True
SWEEP_EXTREME_HARD_STOP,faabff822baa2bc8469718c6,SHORT,H4,TARGET,TARGET,TARGET,TARGET,1.5,1.5,1.5,1.5,3,3,False,False,False,True
SWEEP_EXTREME_HARD_STOP,fb0d7805a4162833c2b495fd,LONG,H1,STOP,STOP,STOP,STOP,-1.0,-1.0,-1.0,-1.0,55,55,False,False,False,True
SWEEP_EXTREME_HARD_STOP,fbac09144b83157ce6e05ade,SHORT,H4,STOP,STOP,STOP,STOP,-1.0,-1.0,-1.0,-1.0,392,392,False,False,False,True
SWEEP_EXTREME_HARD_STOP,fe9fbd07fb8111aed2450434,SHORT,H4,TARGET,TARGET,TARGET,TARGET,1.5,1.5,1.5,1.5,8,8,False,False,False,True
